tag,acomp,advcl,advmod,agent,amod,appos,attr,aux,auxpass,cc,ccomp,complm,conj,csubj,csubjpass,dep,det,dobj,expl,hmod,hyph,infmod,intj,iobj,mark,meta,neg,nmod,npadvmod,nsubj,nsubjpass,number,oprd,parataxis,partmod,pcomp,pobj,poss,possessive,preconj,predet,prep,prt,punct,quantmod,rcmod,root,xcomp
ARA,8,54,6,0,1,1,7,0,4,0,51,0,51,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,25,6,0,2,0,0,5,26,0,0,0,0,24,0,0,0,0,0,25
KOR,6,19,2,0,0,0,4,0,0,0,11,0,12,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,16,5,0,1,0,22,0,0,0,0,0,7
TEL,11,43,8,2,4,0,18,0,2,0,18,0,11,3,0,1,0,15,0,0,0,0,0,0,0,0,0,0,2,34,2,0,0,0,0,1,56,0,0,0,0,43,0,1,0,0,0,13
KOR,4,24,1,0,1,0,18,0,0,1,32,0,13,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,2,15,0,0,0,0,0,17,32,0,0,0,0,44,0,0,0,0,0,4
ITA,8,8,1,1,1,4,9,0,0,0,37,0,50,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,2,20,3,0,0,0,0,3,42,0,0,1,0,47,0,0,0,0,0,10
KOR,7,24,1,1,1,0,7,0,0,0,24,0,23,0,0,1,0,22,0,0,0,0,0,0,0,1,0,0,2,13,1,0,2,4,0,3,19,0,0,0,0,22,0,0,0,0,0,9
SPA,6,25,1,0,1,0,2,0,0,1,12,0,29,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,5,40,0,0,0,0,36,0,0,0,0,0,5
ARA,3,42,6,0,0,0,3,0,0,0,42,0,57,0,0,1,0,21,0,0,0,0,0,0,1,0,0,1,0,38,0,0,0,3,0,5,24,1,0,0,0,28,0,2,0,0,0,13
CHI,4,37,3,0,0,0,12,0,0,1,20,0,23,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,13,30,0,0,0,0,39,0,0,0,0,0,24
ARA,8,22,2,2,10,0,11,0,0,2,15,0,16,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,8,40,0,0,0,0,38,0,0,0,0,0,9
SPA,6,40,2,0,2,0,1,0,0,0,14,0,13,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,41,0,0,0,0,36,0,0,0,0,0,15
ITA,5,32,3,1,3,0,8,2,0,0,28,0,57,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,2,11,0,0,4,0,0,1,21,0,0,0,0,17,0,0,0,0,0,28
SPA,6,13,9,0,1,0,9,0,0,1,32,0,35,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,7,23,0,0,1,0,22,0,0,0,0,0,11
HIN,3,24,0,0,0,0,10,0,0,1,30,0,69,0,0,0,0,33,0,0,0,0,0,0,1,0,0,2,3,7,0,0,0,0,0,8,28,0,0,0,0,24,1,0,0,0,0,21
KOR,2,21,6,0,1,0,0,2,0,0,27,0,22,0,0,2,0,15,0,0,0,0,0,0,0,0,0,2,5,11,0,0,0,0,0,0,13,0,0,0,0,17,0,1,0,0,0,11
SPA,2,52,0,1,2,3,13,3,0,0,14,0,37,2,0,0,0,34,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,2,0,0,33,0,0,0,0,20,0,0,0,0,0,11
CHI,2,18,0,0,4,3,19,0,1,1,21,0,29,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,6,16,0,0,5,0,24,0,1,0,0,0,9
FRE,6,18,5,0,2,0,15,1,0,2,55,0,12,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,11,19,1,0,0,0,27,0,0,0,0,0,16
JPN,16,6,0,0,3,0,4,0,1,0,22,0,27,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,2,0,3,1,0,0,39,0,0,0,0,35,0,0,0,0,0,10
GER,1,13,1,0,2,2,2,0,0,0,12,0,29,3,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,48,0,0,1,2,34,0,0,0,0,0,24
CHI,8,22,6,3,4,6,13,1,0,0,30,0,9,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,9,58,1,0,0,0,51,0,1,0,0,0,8
ARA,4,17,1,2,0,0,5,0,0,0,5,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,1,29,0,0,0,0,24,0,0,0,0,0,14
SPA,5,9,4,1,7,0,15,0,0,0,26,0,19,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,2,56,2,0,0,0,56,0,0,0,0,0,16
CHI,16,23,4,3,8,0,10,0,0,0,17,0,36,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,11,46,2,0,0,0,41,0,0,0,0,0,20
HIN,7,8,3,0,5,0,5,1,0,0,6,0,37,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,45,0,0,0,0,32,0,0,0,0,0,23
FRE,4,17,0,0,2,2,9,0,1,0,18,0,27,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,7,34,0,0,0,0,36,0,0,0,0,0,11
JPN,10,12,2,2,6,2,8,0,0,0,26,0,9,0,0,3,0,35,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,12,38,3,0,1,0,36,1,1,0,0,0,4
GER,6,13,2,2,3,0,4,1,0,0,9,0,23,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,4,60,5,0,0,0,47,1,0,0,0,0,11
ITA,11,29,2,2,4,0,5,0,5,0,27,0,30,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,4,32,0,0,0,0,28,0,0,0,0,0,8
TEL,8,78,3,0,1,0,6,0,0,0,14,0,19,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,7,25,0,0,0,0,25,0,0,0,0,0,16
ITA,7,33,0,1,3,0,6,0,0,0,12,0,36,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,1,49,0,0,0,0,42,0,0,0,0,0,19
GER,16,41,7,0,6,7,18,2,0,4,44,0,55,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,31,8,0,0,0,0,18,100,0,0,3,0,82,0,0,0,0,0,38
ARA,4,34,1,0,2,4,10,0,0,1,44,0,41,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,11,29,0,0,5,0,31,1,0,0,0,0,17
GER,10,25,0,1,3,0,9,0,0,0,43,0,34,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,42,1,0,2,0,33,0,0,0,0,0,22
HIN,1,16,1,1,8,0,14,0,0,0,26,0,24,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,6,23,1,0,0,0,0,10,74,5,0,0,0,55,0,0,0,0,0,11
ITA,1,30,3,1,6,0,6,0,0,0,18,0,38,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,16,4,0,0,0,0,0,27,0,0,0,0,26,0,1,0,0,0,20
KOR,5,6,0,0,3,0,3,1,0,1,21,0,8,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,5,17,1,0,0,0,0,2,8,2,0,0,0,13,0,0,0,0,0,21
ARA,4,7,3,0,0,4,2,0,0,0,8,0,12,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,12,34,0,0,0,0,32,0,1,0,0,0,7
ITA,1,31,4,1,4,0,4,0,0,0,40,0,29,0,0,0,1,26,0,0,0,0,0,0,1,0,0,0,1,16,2,0,0,0,0,5,67,0,0,0,0,51,0,0,0,0,0,3
KOR,1,30,1,1,9,0,1,0,0,2,25,0,25,3,0,11,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,41,1,0,0,0,41,0,1,0,0,0,22
ITA,4,49,3,0,7,0,18,0,0,0,33,0,41,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,16,0,0,0,0,23,0,0,0,0,0,7
CHI,8,54,2,0,0,0,0,0,0,0,15,0,18,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,7,26,0,0,0,0,25,0,0,0,0,0,32
HIN,11,17,4,0,2,0,3,0,0,0,7,0,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,1,36,0,0,0,0,23,0,0,0,0,0,23
CHI,0,54,2,10,1,0,0,1,0,0,30,0,32,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,4,57,0,0,0,0,54,0,0,0,0,0,31
FRE,5,39,2,0,3,0,14,0,0,0,31,0,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,25,2,0,0,0,0,0,54,2,0,1,0,51,0,0,0,0,0,18
HIN,2,25,1,1,0,9,10,0,0,0,3,0,23,0,0,3,2,21,0,0,0,0,0,0,1,0,0,0,0,14,2,0,0,0,0,7,49,0,0,0,0,39,0,0,0,0,0,14
ITA,2,22,4,0,3,0,5,1,0,0,15,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,4,0,0,3,0,0,0,8,0,0,0,0,13,0,0,0,0,0,7
FRE,5,32,8,0,2,0,8,2,0,0,16,0,2,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,8,1,0,1,0,0,9,27,0,0,0,0,46,0,0,0,0,0,17
TUR,1,21,1,0,5,0,0,0,0,0,12,0,6,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,35,0,0,0,0,28,0,0,0,0,0,0
TUR,3,25,0,0,2,0,6,1,0,0,16,0,20,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,29,0,0,0,0,29,0,1,0,0,0,14
ITA,3,22,0,0,1,4,2,0,0,0,7,0,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,18,0,0,0,4,14,0,1,0,0,0,26
GER,11,40,3,0,1,0,4,1,2,0,21,0,4,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,2,55,0,0,0,0,51,0,0,0,0,0,41
JPN,11,31,4,2,4,0,7,2,3,0,56,0,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,4,25,0,0,0,0,26,0,0,0,0,0,11
FRE,6,33,6,1,1,0,6,0,0,0,27,0,9,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,3,33,0,0,0,0,45,0,0,0,0,0,34
CHI,7,37,1,1,1,0,8,0,0,0,41,0,30,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,4,0,0,37,1,0,0,0,34,0,0,0,0,0,12
TUR,9,19,0,1,1,0,6,0,2,0,20,0,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,17,0,0,0,0,24,0,0,0,0,0,13
TEL,1,26,1,0,1,0,8,0,0,2,6,0,31,3,0,0,0,31,0,0,0,0,1,0,0,0,0,0,6,8,0,0,0,0,0,19,43,0,0,0,0,51,0,1,0,0,0,18
GER,5,30,1,0,1,0,8,0,0,0,11,0,13,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,1,19,0,0,0,0,0,0,39,0,0,0,0,31,0,0,0,0,0,36
HIN,6,56,2,0,2,1,13,0,0,1,28,0,45,7,0,3,0,46,0,0,0,0,0,0,1,0,0,0,5,20,0,0,0,0,0,5,64,0,0,0,0,67,0,0,0,0,0,25
GER,6,23,3,1,6,0,19,0,0,1,11,0,35,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,29,0,0,0,0,0,18
ITA,0,16,8,0,0,0,9,1,0,0,19,0,40,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,2,36,0,0,0,0,42,0,0,0,0,0,20
TUR,4,21,5,1,8,0,22,0,1,0,14,0,48,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,13,8,0,1,0,0,1,24,0,0,0,0,26,0,0,0,0,0,9
KOR,6,41,5,3,10,0,10,0,0,0,53,0,18,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,3,21,0,0,0,0,0,7,43,4,0,0,0,39,0,1,0,0,0,7
KOR,4,2,4,0,3,2,13,0,0,0,31,0,23,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,4,26,0,0,0,0,30,0,0,0,0,0,24
HIN,2,14,2,0,0,0,5,0,0,0,19,0,39,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,0,3,13,0,0,0,0,19,0,0,0,0,0,17
GER,2,17,1,0,6,0,42,0,0,2,23,0,28,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,5,56,1,0,0,0,43,0,0,0,0,0,31
ITA,8,12,6,0,4,9,7,0,0,2,37,0,35,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,1,16,1,0,0,3,0,4,35,0,0,1,0,30,0,0,0,0,0,20
SPA,3,18,2,0,2,1,16,0,0,3,42,0,36,4,0,0,0,21,0,0,0,0,1,0,0,0,0,0,1,16,2,0,0,5,0,4,53,2,0,2,0,44,0,0,0,0,0,12
ARA,4,37,1,0,1,0,8,0,0,0,40,0,26,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,22,13,0,0,0,0,19,0,0,0,0,0,26
JPN,8,12,2,3,0,0,4,0,0,0,14,0,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,6,25,0,0,0,0,22,0,0,0,0,0,18
ARA,11,11,2,1,2,0,9,1,1,0,35,0,11,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,8,1,0,0,0,0,0,31,0,0,0,0,34,0,0,0,0,0,7
ITA,10,18,2,1,9,0,1,0,0,0,30,0,41,0,0,2,0,24,0,0,0,0,0,0,0,0,0,2,2,11,1,0,0,0,0,7,56,0,0,0,0,41,0,0,0,0,0,13
CHI,8,29,0,0,4,0,5,0,0,0,43,0,14,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,10,0,0,0,0,17,0,1,0,0,0,2
TEL,4,59,2,0,2,0,3,0,0,0,13,0,57,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,1,10,1,0,0,0,0,7,49,1,0,0,0,45,0,0,0,0,0,19
ITA,4,12,1,1,2,0,11,0,0,0,36,0,18,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,0,2,26,0,0,0,0,25,0,0,0,0,0,11
GER,5,15,2,1,7,0,12,0,0,0,12,0,46,0,0,8,0,17,0,0,0,0,0,0,1,0,0,0,0,21,4,0,0,0,0,2,59,0,0,0,0,28,0,0,0,0,0,15
GER,2,23,7,1,5,0,17,0,0,0,13,0,26,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,10,7,0,0,0,0,4,41,1,0,0,0,23,0,0,0,0,0,13
ITA,8,8,8,3,4,0,9,0,0,0,40,0,22,4,0,0,0,19,0,0,0,0,1,0,0,0,0,0,1,21,3,0,0,5,0,4,54,0,0,0,0,41,0,0,0,0,0,7
CHI,2,25,4,0,1,0,7,0,0,0,18,0,14,7,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,19,2,0,0,0,14,0,1,0,0,0,6
JPN,1,20,6,1,7,3,3,0,0,0,18,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,3,22,4,0,0,0,0,5,18,0,0,0,0,31,0,0,0,0,0,14
GER,11,22,2,0,2,2,17,0,0,0,25,0,13,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,5,50,0,0,0,0,37,0,0,0,0,0,36
HIN,6,32,6,1,0,0,9,2,0,0,65,0,47,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,30,5,0,2,4,0,5,37,1,0,0,0,47,0,1,0,0,0,15
TEL,0,36,0,0,0,0,7,0,0,0,17,0,19,0,0,0,0,21,0,0,0,0,0,0,1,1,0,0,2,12,4,0,7,0,0,14,18,0,0,0,0,24,0,0,0,0,0,29
CHI,5,20,1,0,1,5,17,0,0,1,44,0,13,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,3,25,0,0,0,0,0,0,18,0,0,1,0,20,0,0,0,0,0,5
ITA,10,11,1,1,3,0,16,3,0,0,50,0,26,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,30,0,0,0,0,37,0,0,0,0,0,10
GER,6,15,0,0,1,0,21,0,0,0,22,0,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,7,38,0,0,1,0,44,0,0,0,0,0,8
